ckc_id	claim_level_firewall	cynk_meyer_id	cynk_meyer_table_present	entity_level	equation_type	euler	explicit_nodal_conifold_link_present	h11	h12	hodge_table_present	hodgecy_universe_id	identity_resolution_status	local_inventory	operator_fibration_arithmetic_link_present	parameter_names	relationship_graph_hits_repo_local	source_assembly_present	source_extraction_status
360	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:360	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
361	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:361	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
362	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:362	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
363	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:363	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
364	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:364	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
365	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:365	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
366	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:366	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
367	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:367	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
368	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:368	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
369	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:369	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
370	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:370	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
371	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:371	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
372	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:372	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
373	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:373	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
374	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:374	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A21""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
375	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:375	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
376	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:376	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
377	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:377	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
378	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:378	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
379	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:379	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
380	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:380	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
381	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:381	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
382	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:382	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
383	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:383	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
384	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:384	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
385	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:385	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A20""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
386	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:386	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A22"",""A24""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
387	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:387	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
388	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:388	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
389	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:389	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
390	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:390	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
391	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:391	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
392	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:392	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
393	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:393	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
394	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:394	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
395	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:395	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A21""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
396	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:396	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A21""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
397	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:397	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
398	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:398	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
399	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:399	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
400	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:400	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
401	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:401	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
402	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:402	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A21"",""A31""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
403	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:403	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
404	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:404	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A22""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
405	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:405	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
406	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:406	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
407	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:407	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
408	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:408	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
409	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:409	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
410	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:410	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
411	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:411	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
412	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:412	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
413	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:413	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
414	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:414	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
415	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:415	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
416	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:416	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
417	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:417	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
418	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:418	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
419	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:419	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
420	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:420	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
421	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:421	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
422	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:422	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
423	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:423	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
424	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:424	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
425	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:425	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
426	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:426	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
427	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:427	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
428	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:428	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
429	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:429	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
430	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:430	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
431	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:431	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
432	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:432	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
433	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:433	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
